,Komentar,tokenization
317,description    brings  and together to  the   of the  our hi  approach to  delivers    that offer the bestin   ratio around different  providers  and investors on one single marketplace the   something  that other  institutions cannot  a   and  service for  and investors our  is to make investment simple   and  through   and  selection  we have facilitated investor  of over  at an annual average return of over ten percent since its launch in  estateguru has helped  developers all over    quickly and easily giving them  to reliable  when they need it most in  our investors have earned leading returns on short  propertybacked   average yield  returns to investors  money borrowedinvestor average loantoloan ratio ltv  months average maturity of loans granted months average maturity of repaid loansnumber of loans financed  total outstanding loans estateguru is licensed to operate anywhere in the  under a european  service providers for  ecspr  the company is proud to have been awarded the lendtech of the year award at the  europe  awards ,"['description', 'brings', 'and', 'together', 'to', 'the', 'of', 'the', 'our', 'hi', 'approach', 'to', 'delivers', 'that', 'offer', 'the', 'bestin', 'ratio', 'around', 'different', 'providers', 'and', 'investors', 'on', 'one', 'single', 'marketplace', 'the', 'something', 'that', 'other', 'institutions', 'cannot', 'a', 'and', 'service', 'for', 'and', 'investors', 'our', 'is', 'to', 'make', 'investment', 'simple', 'and', 'through', 'and', 'selection', 'we', 'have', 'facilitated', 'investor', 'of', 'over', 'at', 'an', 'annual', 'average', 'return', 'of', 'over', 'ten', 'percent', 'since', 'its', 'launch', 'in', 'estateguru', 'has', 'helped', 'developers', 'all', 'over', 'quickly', 'and', 'easily', 'giving', 'them', 'to', 'reliable', 'when', 'they', 'need', 'it', 'most', 'in', 'our', 'investors', 'have', 'earned', 'leading', 'returns', 'on', 'short', 'propertybacked', 'average', 'yield', 'returns', 'to', 'investors', 'money', 'borrowedinvestor', 'average', 'loantoloan', 'ratio', 'ltv', 'months', 'average', 'maturity', 'of', 'loans', 'granted', 'months', 'average', 'maturity', 'of', 'repaid', 'loansnumber', 'of', 'loans', 'financed', 'total', 'outstanding', 'loans', 'estateguru', 'is', 'licensed', 'to', 'operate', 'anywhere', 'in', 'the', 'under', 'a', 'european', 'service', 'providers', 'for', 'ecspr', 'the', 'company', 'is', 'proud', 'to', 'have', 'been', 'awarded', 'the', 'lendtech', 'of', 'the', 'year', 'award', 'at', 'the', 'europe', 'awards', '']"
318,pgri ntb marketplace guru harus sejalan dengan pemerintah daerah ,"['pgri', 'ntb', 'marketplace', 'guru', 'harus', 'sejalan', 'dengan', 'pemerintah', 'daerah', '']"
319,perhimpunan guru desak tuntaskan rekrutmen pppk bukan marketplace ,"['perhimpunan', 'guru', 'desak', 'tuntaskan', 'rekrutmen', 'pppk', 'bukan', 'marketplace', '']"
320,sistem marketplace dinilai bukan solusi putus antrean calon guru pppk ,"['sistem', 'marketplace', 'dinilai', 'bukan', 'solusi', 'putus', 'antrean', 'calon', 'guru', 'pppk', '']"
321,cegah nepotisme dan kolus marketplace guru harus didukung payung hukum ,"['cegah', 'nepotisme', 'dan', 'kolus', 'marketplace', 'guru', 'harus', 'didukung', 'payung', 'hukum', '']"
322,marketplace guru berpotensi timbulkan praktik kolusi dan nepotisme ,"['marketplace', 'guru', 'berpotensi', 'timbulkan', 'praktik', 'kolusi', 'dan', 'nepotisme', '']"
323,kemendikbud dibanding bikin marketplace guru mening urusin biaya ukt univ didepok dulu ga sih anak snbp dpt  juta apa ga pingsan ha ini dari temen yang keterima vok ui snbp,"['kemendikbud', 'dibanding', 'bikin', 'marketplace', 'guru', 'mening', 'urusin', 'biaya', 'ukt', 'univ', 'didepok', 'dulu', 'ga', 'sih', 'anak', 'snbp', 'dpt', 'juta', 'apa', 'ga', 'pingsan', 'ha', 'ini', 'dari', 'temen', 'yang', 'keterima', 'vok', 'ui', 'snbp']"
324,wacana untuk mengintegrasikan rekrutmen marketplace guru menuai berbagai reaksi bagaimana tanggapan sivitas akademika unmul selengkapnya  lpm sketsa unmul semangat berbagi dan menginspirasi  ,"['wacana', 'untuk', 'mengintegrasikan', 'rekrutmen', 'marketplace', 'guru', 'menuai', 'berbagai', 'reaksi', 'bagaimana', 'tanggapan', 'sivitas', 'akademika', 'unmul', 'selengkapnya', 'lpm', 'sketsa', 'unmul', 'semangat', 'berbagi', 'dan', 'menginspirasi', '']"
325,perekrutan model marketplace jadikan guru sebagai komoditi mekanisme pasar  ,"['perekrutan', 'model', 'marketplace', 'jadikan', 'guru', 'sebagai', 'komoditi', 'mekanisme', 'pasar', '']"
326,ada paylater di marketplace guru gak ya biar bisa pakai jasa guru bayarnya dicicil gitu kan mayan tuh buat sekolah yang dana operasionalnya minim tapi pengen punya guru dengan spesifikasi yang mumpuni,"['ada', 'paylater', 'di', 'marketplace', 'guru', 'gak', 'ya', 'biar', 'bisa', 'pakai', 'jasa', 'guru', 'bayarnya', 'dicicil', 'gitu', 'kan', 'mayan', 'tuh', 'buat', 'sekolah', 'yang', 'dana', 'operasionalnya', 'minim', 'tapi', 'pengen', 'punya', 'guru', 'dengan', 'spesifikasi', 'yang', 'mumpuni']"
327,bch guru nft  just sold on  for  bch thats a x from bch mint price find your perfect guru on tapswap cashtokens marketplace nfts are thriving on   ,"['bch', 'guru', 'nft', 'just', 'sold', 'on', 'for', 'bch', 'thats', 'a', 'x', 'from', 'bch', 'mint', 'price', 'find', 'your', 'perfect', 'guru', 'on', 'tapswap', 'cashtokens', 'marketplace', 'nfts', 'are', 'thriving', 'on', '']"
328,konsep marketplace guru dinilai harus libatkan guru honorer ,"['konsep', 'marketplace', 'guru', 'dinilai', 'harus', 'libatkan', 'guru', 'honorer', '']"
329,fgbsn khawatir ada paylater dalam sistem marketplace guru ,"['fgbsn', 'khawatir', 'ada', 'paylater', 'dalam', 'sistem', 'marketplace', 'guru', '']"
330,komisi x dpr ri minta kemdikbud untuk mengkaji ulang tentang wacana marketplace guru ,"['komisi', 'x', 'dpr', 'ri', 'minta', 'kemdikbud', 'untuk', 'mengkaji', 'ulang', 'tentang', 'wacana', 'marketplace', 'guru', '']"
331,marketplace guru gmnngurusi apaan sih ininasib guru yg blm sejahterablm mndpt kejelasan status gmniuran pgri mengalir trus nasib gak diurus,"['marketplace', 'guru', 'gmnngurusi', 'apaan', 'sih', 'ininasib', 'guru', 'yg', 'blm', 'sejahterablm', 'mndpt', 'kejelasan', 'status', 'gmniuran', 'pgri', 'mengalir', 'trus', 'nasib', 'gak', 'diurus']"
332,masuk sistem marketplace guru harus bersedia ditempatkan di daerah t ,"['masuk', 'sistem', 'marketplace', 'guru', 'harus', 'bersedia', 'ditempatkan', 'di', 'daerah', 't', '']"
333,nadiem usul pembentukan marketplace guru pada  namanya ruang talenta guru ,"['nadiem', 'usul', 'pembentukan', 'marketplace', 'guru', 'pada', 'namanya', 'ruang', 'talenta', 'guru', '']"
334,facebook marketplace if you have cash up front cars dot com or car gurus etc if you need financing worth it to spend on them if you can understand red flags on a carfax,"['facebook', 'marketplace', 'if', 'you', 'have', 'cash', 'up', 'front', 'cars', 'dot', 'com', 'or', 'car', 'gurus', 'etc', 'if', 'you', 'need', 'financing', 'worth', 'it', 'to', 'spend', 'on', 'them', 'if', 'you', 'can', 'understand', 'red', 'flags', 'on', 'a', 'carfax']"
335,soal marketplace guru fsgi minta pemerintah benahi regulasi ,"['soal', 'marketplace', 'guru', 'fsgi', 'minta', 'pemerintah', 'benahi', 'regulasi', '']"
336,masuk sistem marketplace guru disebut harus mau ditempatkan di daerah t ,"['masuk', 'sistem', 'marketplace', 'guru', 'disebut', 'harus', 'mau', 'ditempatkan', 'di', 'daerah', 't', '']"
337,marketplace guru jadi solusi bagi perekrutan tenaga pengajar ,"['marketplace', 'guru', 'jadi', 'solusi', 'bagi', 'perekrutan', 'tenaga', 'pengajar', '']"
338,wacana soal marketplace guru harus dikaji ulang oleh pemerintah    ,"['wacana', 'soal', 'marketplace', 'guru', 'harus', 'dikaji', 'ulang', 'oleh', 'pemerintah', '']"
339,nasdem meminta pemerintah untuk mengkaji ulang wacana marketplace guru    ,"['nasdem', 'meminta', 'pemerintah', 'untuk', 'mengkaji', 'ulang', 'wacana', 'marketplace', 'guru', '']"
340,menteri pendidikan pengen buat marketplace untuk rekrutmen guru mohon maaf saya mau nanya itu biar apa biar gaji guru bisa di pay later agar setiap tanggal cantik gaji guru di diskon layaknya big sale dunia pendidikan ga sesederhana belanja online pak urgensinya beda,"['menteri', 'pendidikan', 'pengen', 'buat', 'marketplace', 'untuk', 'rekrutmen', 'guru', 'mohon', 'maaf', 'saya', 'mau', 'nanya', 'itu', 'biar', 'apa', 'biar', 'gaji', 'guru', 'bisa', 'di', 'pay', 'later', 'agar', 'setiap', 'tanggal', 'cantik', 'gaji', 'guru', 'di', 'diskon', 'layaknya', 'big', 'sale', 'dunia', 'pendidikan', 'ga', 'sesederhana', 'belanja', 'online', 'pak', 'urgensinya', 'beda']"
341,nasdem minta pemerintah kaji ulang wacana marketplace guru    ,"['nasdem', 'minta', 'pemerintah', 'kaji', 'ulang', 'wacana', 'marketplace', 'guru', '']"
342,mendikbudristek usulkan pembentukan marketplace guru pada  konsepnya sudah ada di indonesia ,"['mendikbudristek', 'usulkan', 'pembentukan', 'marketplace', 'guru', 'pada', 'konsepnya', 'sudah', 'ada', 'di', 'indonesia', '']"
343,nasdem meminta pemerintah kaji ulang wacana marketplace guru    ,"['nasdem', 'meminta', 'pemerintah', 'kaji', 'ulang', 'wacana', 'marketplace', 'guru', '']"
344,hooh pak tolong guru dulu ini di pikirin nasibnya masih ntah mau kemana apalagi yang udh tua tua serba bingung pas tau model nya mau marketplace ,"['hooh', 'pak', 'tolong', 'guru', 'dulu', 'ini', 'di', 'pikirin', 'nasibnya', 'masih', 'ntah', 'mau', 'kemana', 'apalagi', 'yang', 'udh', 'tua', 'tua', 'serba', 'bingung', 'pas', 'tau', 'model', 'nya', 'mau', 'marketplace', '']"
345,menurut komisi x dpr ri mekanisme marketplace guru tidak pantas karena seakanakan menjadikan guru sebagai sebuah komoditi yang bergantung pada mekanisme pasar ,"['menurut', 'komisi', 'x', 'dpr', 'ri', 'mekanisme', 'marketplace', 'guru', 'tidak', 'pantas', 'karena', 'seakanakan', 'menjadikan', 'guru', 'sebagai', 'sebuah', 'komoditi', 'yang', 'bergantung', 'pada', 'mekanisme', 'pasar', '']"
346,perekrutan model marketplace jadikan guru sebagai komoditi mekanisme pasar  ,"['perekrutan', 'model', 'marketplace', 'jadikan', 'guru', 'sebagai', 'komoditi', 'mekanisme', 'pasar', '']"
347,marketplace guru guys   guru ,"['marketplace', 'guru', 'guys', 'guru', '']"
348,marketplace guru bisa menjadi ajang kolusi rekrutmen tenaga pendidik ,"['marketplace', 'guru', 'bisa', 'menjadi', 'ajang', 'kolusi', 'rekrutmen', 'tenaga', 'pendidik', '']"
349,mengkaji ulang wacana marketplace guru itu memang sangat perlu    ,"['mengkaji', 'ulang', 'wacana', 'marketplace', 'guru', 'itu', 'memang', 'sangat', 'perlu', '']"
350,mengkaji ulang wacana marketplace guru itu memang sangat perlu    ,"['mengkaji', 'ulang', 'wacana', 'marketplace', 'guru', 'itu', 'memang', 'sangat', 'perlu', '']"
351,nah ini nih setuju nih kaji ulang wacana perekrutan guru dengan model marketplace    ,"['nah', 'ini', 'nih', 'setuju', 'nih', 'kaji', 'ulang', 'wacana', 'perekrutan', 'guru', 'dengan', 'model', 'marketplace', '']"
352,setuju nih kaji ulang wacana perekrutan guru dengan model marketplace    ,"['setuju', 'nih', 'kaji', 'ulang', 'wacana', 'perekrutan', 'guru', 'dengan', 'model', 'marketplace', '']"
353,nadiem ibaratkan guru seperti barang di pasar aplikasi marketplace guru disoroti ,"['nadiem', 'ibaratkan', 'guru', 'seperti', 'barang', 'di', 'pasar', 'aplikasi', 'marketplace', 'guru', 'disoroti', '']"
354,rencana marketplace guru ,"['rencana', 'marketplace', 'guru', '']"
355,dinilai kurang pas bu ratih megasari singkarru meminta badan pemerintahan yang terkait mengkaji ulang wacana marketplace guru     ,"['dinilai', 'kurang', 'pas', 'bu', 'ratih', 'megasari', 'singkarru', 'meminta', 'badan', 'pemerintahan', 'yang', 'terkait', 'mengkaji', 'ulang', 'wacana', 'marketplace', 'guru', '']"
356,bu ratih megasari meminta kementerian pendidikan kebudayaan riset dan teknologi kemendikbudristek mengkaji ulang wacana perekrutan guru dengan model marketplace     ,"['bu', 'ratih', 'megasari', 'meminta', 'kementerian', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'teknologi', 'kemendikbudristek', 'mengkaji', 'ulang', 'wacana', 'perekrutan', 'guru', 'dengan', 'model', 'marketplace', '']"
357,anggota dpr ri dari fraksi partai nasdem bu ratih megasari singkarru meminta pemerintah mengkaji ulang wacana marketplace guru     ,"['anggota', 'dpr', 'ri', 'dari', 'fraksi', 'partai', 'nasdem', 'bu', 'ratih', 'megasari', 'singkarru', 'meminta', 'pemerintah', 'mengkaji', 'ulang', 'wacana', 'marketplace', 'guru', '']"
358,kemendikbud mesti mengkaji ulang wacana perekrutan guru dengan model marketplace    ,"['kemendikbud', 'mesti', 'mengkaji', 'ulang', 'wacana', 'perekrutan', 'guru', 'dengan', 'model', 'marketplace', '']"
359,nasdem meminta pemerintah untuk mengkaji ulang wacana marketplace guru    ,"['nasdem', 'meminta', 'pemerintah', 'untuk', 'mengkaji', 'ulang', 'wacana', 'marketplace', 'guru', '']"
360,nasdem meminta pemerintah kaji ulang wacana marketplace guru    ,"['nasdem', 'meminta', 'pemerintah', 'kaji', 'ulang', 'wacana', 'marketplace', 'guru', '']"
361,ratih megasari singkarru meminta kemdikbud mengkaji ulang wacana perekrutan guru dengan modal marketplace    ,"['ratih', 'megasari', 'singkarru', 'meminta', 'kemdikbud', 'mengkaji', 'ulang', 'wacana', 'perekrutan', 'guru', 'dengan', 'modal', 'marketplace', '']"
362,dpr meminta kementerian pendidikan kebudayaan riset dan teknologi kemendikbudristek mengkaji ulang wacana perekrutan guru dengan model marketplace ,"['dpr', 'meminta', 'kementerian', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'teknologi', 'kemendikbudristek', 'mengkaji', 'ulang', 'wacana', 'perekrutan', 'guru', 'dengan', 'model', 'marketplace', '']"
363,jadi paham kenapa perlu marketplace guru,"['jadi', 'paham', 'kenapa', 'perlu', 'marketplace', 'guru']"
364,apa pendapat lo tentang marketplace guru,"['apa', 'pendapat', 'lo', 'tentang', 'marketplace', 'guru']"
365,bu ratih meminta kemendikbud mengkaji ulang wacana perekrutan guru dengan model marketplace    ,"['bu', 'ratih', 'meminta', 'kemendikbud', 'mengkaji', 'ulang', 'wacana', 'perekrutan', 'guru', 'dengan', 'model', 'marketplace', '']"
366,nah kalo ini yg bikin aku pengen nadiem segera diganti aja please segala marketplace marketplace guru profesi guru udh gada harga dirinya dimata mentrinya sendiri,"['nah', 'kalo', 'ini', 'yg', 'bikin', 'aku', 'pengen', 'nadiem', 'segera', 'diganti', 'aja', 'please', 'segala', 'marketplace', 'marketplace', 'guru', 'profesi', 'guru', 'udh', 'gada', 'harga', 'dirinya', 'dimata', 'mentrinya', 'sendiri']"
367,marketplace guru tak cocok pemerintah diminta fokus pemerataan ,"['marketplace', 'guru', 'tak', 'cocok', 'pemerintah', 'diminta', 'fokus', 'pemerataan', '']"
368,kendala internet pakar pendidikan nilai marketplace guru tak cocok di indonesia ,"['kendala', 'internet', 'pakar', 'pendidikan', 'nilai', 'marketplace', 'guru', 'tak', 'cocok', 'di', 'indonesia', '']"
369,guru banyak tp menumpuk dikota meratanya yg belum sampai daerah terpencil jd bkn masalah order guru lah soal marketplace guru pengamat nilai nadiem tak paham kondisi pendidikan indonesia ,"['guru', 'banyak', 'tp', 'menumpuk', 'dikota', 'meratanya', 'yg', 'belum', 'sampai', 'daerah', 'terpencil', 'jd', 'bkn', 'masalah', 'order', 'guru', 'lah', 'soal', 'marketplace', 'guru', 'pengamat', 'nilai', 'nadiem', 'tak', 'paham', 'kondisi', 'pendidikan', 'indonesia', '']"
370,soal marketplace guru pengamat nilai nadiem tak paham kondisi pendidikan indonesia ,"['soal', 'marketplace', 'guru', 'pengamat', 'nilai', 'nadiem', 'tak', 'paham', 'kondisi', 'pendidikan', 'indonesia', '']"
371,marketplace guru bukan solusi distribusi yang menjadi tantangan ,"['marketplace', 'guru', 'bukan', 'solusi', 'distribusi', 'yang', 'menjadi', 'tantangan', '']"
372,ketua komisi x marketplace guru bisa efektif jika akar persoalan guru honorer tuntas ,"['ketua', 'komisi', 'x', 'marketplace', 'guru', 'bisa', 'efektif', 'jika', 'akar', 'persoalan', 'guru', 'honorer', 'tuntas', '']"
373,saya mengusulkan konsepnya bukan marketplace tapi ruang talenta atau database talent jadi bukan guru sebagai produk atau objek melainkan sebagai subjek keadilan bagi guru harus diutamakan kita harus tetap menjunjung tinggi nilai profesi guru yang tidak bisa disetarakan dengan nilai barang dagangan  dede yusuf  ,"['saya', 'mengusulkan', 'konsepnya', 'bukan', 'marketplace', 'tapi', 'ruang', 'talenta', 'atau', 'database', 'talent', 'jadi', 'bukan', 'guru', 'sebagai', 'produk', 'atau', 'objek', 'melainkan', 'sebagai', 'subjek', 'keadilan', 'bagi', 'guru', 'harus', 'diutamakan', 'kita', 'harus', 'tetap', 'menjunjung', 'tinggi', 'nilai', 'profesi', 'guru', 'yang', 'tidak', 'bisa', 'disetarakan', 'dengan', 'nilai', 'barang', 'dagangan', 'dede', 'yusuf', '']"
374,dengan adanya marketplace atau ruang talenta guru guru honorer sudah tidak ada lagi semua kesejahteraan akan terjamin karena mereka semua adalah pekerja jika kotraknya habis tinggal daftar lagi di marketplace ,"['dengan', 'adanya', 'marketplace', 'atau', 'ruang', 'talenta', 'guru', 'guru', 'honorer', 'sudah', 'tidak', 'ada', 'lagi', 'semua', 'kesejahteraan', 'akan', 'terjamin', 'karena', 'mereka', 'semua', 'adalah', 'pekerja', 'jika', 'kotraknya', 'habis', 'tinggal', 'daftar', 'lagi', 'di', 'marketplace', '']"
375,penjelasannya sangat jelas sekali marketplace atau ruang talenta guru membantu sekolah untuk rekurt guru jika ada kekosongan jdi tdk perlu tunggu seleksi setahun sekali ,"['penjelasannya', 'sangat', 'jelas', 'sekali', 'marketplace', 'atau', 'ruang', 'talenta', 'guru', 'membantu', 'sekolah', 'untuk', 'rekurt', 'guru', 'jika', 'ada', 'kekosongan', 'jdi', 'tdk', 'perlu', 'tunggu', 'seleksi', 'setahun', 'sekali', '']"
376,marketplace guru yang akan dtng sebaiknya dicegah juga,"['marketplace', 'guru', 'yang', 'akan', 'dtng', 'sebaiknya', 'dicegah', 'juga']"
377,marketplace guru masih masuk dong,"['marketplace', 'guru', 'masih', 'masuk', 'dong']"
378,ada puluhan ribu guru p yg sudah nunggu nasibnya tanpa kejelasan selama th termasuk aku n mhon maaf suka kessel sama pak mentri yg tidak jelas apalagi wacana marketplace guru,"['ada', 'puluhan', 'ribu', 'guru', 'p', 'yg', 'sudah', 'nunggu', 'nasibnya', 'tanpa', 'kejelasan', 'selama', 'th', 'termasuk', 'aku', 'n', 'mhon', 'maaf', 'suka', 'kessel', 'sama', 'pak', 'mentri', 'yg', 'tidak', 'jelas', 'apalagi', 'wacana', 'marketplace', 'guru']"
379,sedikit kaget dengan nama konsepnya marketplace guru dari namanya saja seperti kurang etis ya memandang guru adalah profesi yang dipandang mulia kita butuh solusi tuntas untuk setiap permasalahan yg ada terkhusus untuk persoalan ini jawabannya penerapan islam secara kaffah,"['sedikit', 'kaget', 'dengan', 'nama', 'konsepnya', 'marketplace', 'guru', 'dari', 'namanya', 'saja', 'seperti', 'kurang', 'etis', 'ya', 'memandang', 'guru', 'adalah', 'profesi', 'yang', 'dipandang', 'mulia', 'kita', 'butuh', 'solusi', 'tuntas', 'untuk', 'setiap', 'permasalahan', 'yg', 'ada', 'terkhusus', 'untuk', 'persoalan', 'ini', 'jawabannya', 'penerapan', 'islam', 'secara', 'kaffah']"
